RoboSep UI Log File
Created: 20111205_161035.158

20111205_161035.160	clt	RoboSep_UserConsole.RoboSep_UserConsole()	General	RoboSep_UserConsole	Initializing User Console
20111205_161035.209	clt	Form_Home.Form_Home()	Info	Form_Home	Creating new Form_Home
20111205_161036.814	clt	RoboSep_UserConsole.grabSystemOptions()	Info	RoboSep_UserConsole	Get Sys Options: Lid Sensor = FalseLiquid Sensor = False
20111205_161036.832	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	Info	RoboSep_UserConsole	Loading User Console
20111205_161036.855	clt	RoboSep_Splash.RoboSep_Splash()	Info	RoboSep_Splash	Initializing Splash Page
20111205_161036.944	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	General	RoboSep_UserConsole	Starting GUI Thread
20111205_161036.949	clt	RoboSep_UserConsole.AttemptSeparatorConnection()	Info	RoboSep_UserConsole	Connecting...
20111205_161037.613	clt	RoboSep_UserDB.Robosep_UserDB()()	Debug	RoboSep_UserDB	Initializing UserDB
20111205_161037.684	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111205_161037.724	clt	RoboSep_UserDB.LoadAllProtocols()	Debug	RoboSep_UserDB	160protocols loaded
20111205_161037.728	clt	RoboSep_UserDB.XML_SaveUserConfig()	Info	RoboSep_UserDB	set user.db file to : User1.udb
20111205_161038.151	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111205_161038.160	clt	RoboSep_UserDB.XML_LoadRoboSepUserObject()	Debug	RoboSep_UserDB	Loaded Robosep User
20111205_161038.979	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111205_161038.988	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161108.409	clt	RoboSep_UserConsole.ProgressSplash()	Info	RoboSep_UserConsole	Stopping Splash page
20111205_161108.463	clt	RoboSep_About.RoboSep_About()	Info	RoboSep_About	Initializing About user control
20111205_161108.543	clt	RoboSep_RunSamples.RoboSep_RunSamples()	Info	RoboSep_RunSamples	Initializing Run Samples user control
20111205_161108.629	clt	RoboSep_Splash.close()	Info	RoboSep_Splash	Closing Splash Page
20111205_161108.688	clt	RoboSep_ProtocolSelect.RoboSep_ProtocolSelect()	Info	RoboSep_ProtocolSelect	New Protocol Select user control generated
20111205_161108.779	clt	RoboSep_RunSamples.Protocol_Selection()	Info	RoboSep_RunSamples	Opening protocol selection for quadrant 2
20111205_161110.634	clt	RoboSep_ProtocolSelect.button_Cancel1_Click()	Info	RoboSep_ProtocolSelect	Protocol Selection cancel clicked
20111205_161112.377	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111205_161117.070	clt	Form_Home.btn_close_Click()	Info	Form_Home	Close Window button clicked
20111205_161118.525	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111205_161136.454	clt	Form_Home.hex_sampling_Click()	Info	Form_Home	Run Sample button clicked
20111205_161137.738	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111205_161138.238	clt	RoboSep_System.RoboSep_System()	Info	RoboSep_System	Initializing System user control
20111205_161138.295	clt	Form_Home.hex_system_Click()	Info	Form_Home	System button clicked
20111205_161140.021	clt	RoboSep_RunSamples.addMaintenance()	Info	RoboSep_RunSamples	Adding Maintenance Protocol
20111205_161140.024	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161140.026	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161140.028	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161140.029	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161140.039	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161140.043	clt	RoboSep_UserConsole.InvokeMaintenanceAction()	Info	RoboSep_UserConsole	Invoking maintenance action Prime
20111205_161140.074	clt	RoboSep_System.Button_BasicPrime_Click()	Info	RoboSep_System	Basic Prime Maintenance button clicked
20111205_161140.117	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 02:00
20111205_161140.742	clt	RoboSep_RunSamples.button_RunSamples_Click()	Info	RoboSep_RunSamples	Run Samples button clicked
20111205_161140.765	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161141.853	clt	RoboSep_RunSamples.button_RunSamples_Click()	Debug	RoboSep_RunSamples	Scheduling run
20111205_161141.858	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111205_161141.860	clt	RoboSep_UserDB.getProtocolCommandList()	Debug	RoboSep_UserDB	returned 3commands
20111205_161141.864	clt	RoboSep_RunSamples.button_RunSamples_Click()	Debug	RoboSep_RunSamples	protocol: prime.xml commands: 3
20111205_161142.077	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.101	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.126	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.151	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.178	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.313	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.320	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111205_161142.324	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161142.332	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 3 steps
20111205_161142.401	clt	RoboSep_Resources.RoboSep_Resources()	Info	RoboSep_Resources	Generating Robosep Resources user control
20111205_161142.485	clt	RoboSep_Resources.grabQuadrantResources()	Debug	RoboSep_Resources	Displaying quadrant 0 resources
20111205_161142.495	clt	RoboSep_Resources.grabQuadrantResources()	Debug	RoboSep_Resources	Loading resources from sharing protocols
20111205_161143.437	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161144.111	clt	RoboSep_RunSamples.CheckHydraulicFluid()	General	RoboSep_RunSamples	Start Separation run
20111205_161144.232	clt	RoboSep_Resources.buttonRun_Click()	Debug	RoboSep_Resources	Run Protocols button clicked
20111205_161144.236	clt	RoboSep_RunProgress.Start()	Info	RoboSep_RunProgress	 **INITIALIZING RUN
20111205_161145.905	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 02:00
20111205_161150.327	clt	ProgressBar.MoveToStep()	Debug	ProgressBar	Progress bar ProgressBar to step 1
20111205_161220.237	clt	ProgressBar.MoveToStep()	Debug	ProgressBar	Progress bar ProgressBar to step 2
20111205_161245.595	clt	ProgressBar.MoveToStep()	Debug	ProgressBar	Progress bar ProgressBar to step 3
20111205_161255.240	clt	ProgressBar.AllCompleted()	Debug	ProgressBar	ProgressBar COMPLETED! 
20111205_161256.014	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161256.268	clt	ProgressBar.AllCompleted()	Debug	ProgressBar	ProgressBar COMPLETED! 
20111205_161256.279	clt	ProgressBar.AllCompleted()	Debug	ProgressBar	ProgressBar COMPLETED! 
20111205_161256.297	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161302.064	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161302.069	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111205_161302.080	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161303.715	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161303.718	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161307.246	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161307.247	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161307.249	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161307.251	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161307.253	clt	RoboSep_RunSamples.Unload()	Info	RoboSep_RunSamples	Clearing all selected protocols
20111205_161308.725	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111205_161309.874	clt	Form_Home.hex_system_Click()	Info	Form_Home	System button clicked
20111205_161310.783	clt	RoboSep_RunSamples.addMaintenance()	Info	RoboSep_RunSamples	Adding Maintenance Protocol
20111205_161310.785	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161310.787	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161310.789	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161310.792	clt	QuadrantInfo.Clear()	Info	QuadrantInfo	Quadrant info Cleared
20111205_161310.795	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111205_161310.798	clt	RoboSep_UserConsole.InvokeMaintenanceAction()	Info	RoboSep_UserConsole	Invoking maintenance action Home
20111205_161310.828	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 02:00
20111205_161310.834	clt	RoboSep_System.button_Home_Click()	Info	RoboSep_System	Home All Maintenance button clicked
20111205_161311.454	clt	RoboSep_RunSamples.button_RunSamples_Click()	Info	RoboSep_RunSamples	Run Samples button clicked
20111205_161311.460	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111205_161312.748	clt	RoboSep_RunSamples.button_RunSamples_Click()	Debug	RoboSep_RunSamples	Scheduling run
20111205_161312.752	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111205_161312.754	clt	RoboSep_UserDB.getProtocolCommandList()	Debug	RoboSep_UserDB	returned 1commands
